hud_area_code	hud_areaname	rent_50_0	rent_50_1	rent_50_2	rent_50_3	rent_50_4
NCNTY40121N40121	Pittsburg County, OK	652	670	866	1,054	1,387
NCNTY42067N42067	Juniata County, PA	607	670	875	1,099	1,278
NCNTY54063N54063	Monroe County, WV	667	670	802	976	1,141
NCNTY55091N55091	Pepin County, WI	615	670	877	1,132	1,494
NCNTY20143N20143	Ottawa County, KS	653	669	881	1,072	1,184
NCNTY29147N29147	Nodaway County, MO	647	669	851	1,062	1,419
NCNTY37013N37013	Beaufort County, NC	665	669	829	1,150	1,412
NCNTY40073N40073	Kingfisher County, OK	664	669	880	1,230	1,456
NCNTY46107N46107	Potter County, SD	613	669	881	1,176	1,192
NCNTY55119N55119	Taylor County, WI	615	669	877	1,096	1,361
METRO16620M54043	Lincoln County, WV HUD Metro FMR Area	607	668	823	1,002	1,106
METRO46140N40117	Pawnee County, OK HUD Metro FMR Area	570	668	853	1,124	1,453
NCNTY16021N16021	Boundary County, ID	663	668	879	1,249	1,363
NCNTY18079N18079	Jennings County, IN	663	668	879	1,211	1,466
NCNTY18179N18179	Wells County, IN	613	668	879	1,070	1,286
NCNTY19111N19111	Lee County, IA	576	668	862	1,165	1,237
NCNTY19159N19159	Ringgold County, IA	613	668	839	1,123	1,127
NCNTY37017N37017	Bladen County, NC	663	668	829	1,111	1,315
NCNTY37039N37039	Cherokee County, NC	663	668	879	1,184	1,330
NCNTY37173N37173	Swain County, NC	663	668	829	1,164	1,300
NCNTY37187N37187	Washington County, NC	663	668	829	1,075	1,412
NCNTY40133N40133	Seminole County, OK	570	668	853	1,065	1,250
NCNTY56043N56043	Washakie County, WY	663	668	877	1,246	1,331
NCNTY13069N13069	Coffee County, GA	663	667	845	1,028	1,135
NCNTY13229N13229	Pierce County, GA	663	667	850	1,035	1,161
NCNTY18041N18041	Fayette County, IN	587	667	878	1,069	1,179
NCNTY20009N20009	Barton County, KS	611	667	825	1,172	1,296
NCNTY27101N27101	Murray County, MN	586	667	877	1,246	1,276
NCNTY31031N31031	Cherry County, NE	597	667	878	1,069	1,193
NCNTY39039N39039	Defiance County, OH	661	667	878	1,180	1,247
NCNTY39147N39147	Seneca County, OH	625	667	848	1,056	1,210
NCNTY54085N54085	Ritchie County, WV	667	667	802	976	1,077
NCNTY55075N55075	Marinette County, WI	663	667	877	1,067	1,212
METRO20020M20020	Dothan, AL HUD Metro FMR Area	662	666	814	1,085	1,237
METRO23540M12075	Levy County, FL HUD Metro FMR Area	662	666	877	1,177	1,372
METRO24260N31093	Howard County, NE HUD Metro FMR Area	611	666	877	1,067	1,178
METRO24260N31121	Merrick County, NE HUD Metro FMR Area	611	666	877	1,195	1,214
METRO45460N18153	Sullivan County, IN HUD Metro FMR Area	586	666	877	1,067	1,266
METRO48260M48260	Weirton-Steubenville, WV-OH MSA	661	666	848	1,145	1,229
NCNTY08017N08017	Cheyenne County, CO	662	666	877	1,236	1,416
NCNTY12047N12047	Hamilton County, FL	662	666	877	1,228	1,233
NCNTY12133N12133	Washington County, FL	662	666	877	1,154	1,494
NCNTY16011N16011	Bingham County, ID	662	666	877	1,246	1,412
NCNTY18001N18001	Adams County, IN	612	666	877	1,151	1,215
NCNTY18033N18033	DeKalb County, IN	612	666	877	1,067	1,189
NCNTY18037N18037	Dubois County, IN	612	666	877	1,162	1,494
NCNTY18075N18075	Jay County, IN	612	666	877	1,106	1,178
NCNTY18087N18087	LaGrange County, IN	612	666	877	1,209	1,216
NCNTY18101N18101	Martin County, IN	612	666	877	1,067	1,494
NCNTY18117N18117	Orange County, IN	612	666	877	1,246	1,375
NCNTY18135N18135	Randolph County, IN	612	666	877	1,167	1,178
NCNTY18139N18139	Rush County, IN	586	666	877	1,067	1,178
NCNTY18155N18155	Switzerland County, IN	612	666	877	1,246	1,417
NCNTY19107N19107	Keokuk County, IA	613	666	839	1,046	1,127
NCNTY20113N20113	McPherson County, KS	650	666	877	1,117	1,254
NCNTY21069N21069	Fleming County, KY	579	666	799	998	1,293
NCNTY22041N22041	Franklin Parish, LA	662	666	778	995	1,045
NCNTY26035N26035	Clare County, MI	606	666	877	1,150	1,456
NCNTY26041N26041	Delta County, MI	662	666	877	1,171	1,494
NCNTY26071N26071	Iron County, MI	586	666	877	1,221	1,246
NCNTY26079N26079	Kalkaska County, MI	586	666	877	1,151	1,210
NCNTY26133N26133	Osceola County, MI	606	666	877	1,098	1,343
NCNTY26141N26141	Presque Isle County, MI	606	666	877	1,137	1,339
NCNTY26143N26143	Roscommon County, MI	662	666	877	1,173	1,292
NCNTY26151N26151	Sanilac County, MI	618	666	877	1,147	1,224
NCNTY26153N26153	Schoolcraft County, MI	606	666	877	1,156	1,246
NCNTY27069N27069	Kittson County, MN	586	666	877	1,067	1,319
NCNTY27071N27071	Koochiching County, MN	586	666	877	1,068	1,276
NCNTY27073N27073	Lac qui Parle County, MN	586	666	877	1,095	1,332
NCNTY27083N27083	Lyon County, MN	626	666	877	1,245	1,477
NCNTY27107N27107	Norman County, MN	586	666	877	1,067	1,276
NCNTY27151N27151	Swift County, MN	586	666	877	1,067	1,178
NCNTY27161N27161	Waseca County, MN	662	666	877	1,246	1,285
NCNTY27167N27167	Wilkin County, MN	586	666	877	1,246	1,494
NCNTY30019N30019	Daniels County, MT	632	666	877	1,188	1,373
NCNTY30055N30055	McCone County, MT	632	666	877	1,188	1,373
NCNTY30059N30059	Meagher County, MT	632	666	877	1,081	1,373
NCNTY30075N30075	Powder River County, MT	632	666	877	1,246	1,373
NCNTY30077N30077	Powell County, MT	632	666	877	1,174	1,494
NCNTY30089N30089	Sanders County, MT	663	666	877	1,227	1,430
NCNTY30105N30105	Valley County, MT	632	666	877	1,190	1,277
NCNTY30107N30107	Wheatland County, MT	632	666	877	1,090	1,373
NCNTY31003N31003	Antelope County, NE	596	666	877	1,107	1,280
NCNTY31011N31011	Boone County, NE	596	666	877	1,158	1,494
NCNTY31017N31017	Brown County, NE	596	666	877	1,067	1,296
NCNTY31021N31021	Burt County, NE	596	666	877	1,067	1,178
NCNTY31027N31027	Cedar County, NE	596	666	877	1,157	1,279
NCNTY31049N31049	Deuel County, NE	596	666	877	1,067	1,191
NCNTY31057N31057	Dundy County, NE	596	666	877	1,076	1,191
NCNTY31061N31061	Franklin County, NE	596	666	877	1,113	1,315
NCNTY31063N31063	Frontier County, NE	596	666	877	1,091	1,178
NCNTY31067N31067	Gage County, NE	596	666	877	1,067	1,284
NCNTY31073N31073	Gosper County, NE	596	666	877	1,139	1,237
NCNTY31077N31077	Greeley County, NE	596	666	877	1,067	1,178
NCNTY31083N31083	Harlan County, NE	596	666	877	1,125	1,178
NCNTY31085N31085	Hayes County, NE	596	666	877	1,125	1,191
NCNTY31095N31095	Jefferson County, NE	596	666	877	1,094	1,183
NCNTY31097N31097	Johnson County, NE	596	666	877	1,067	1,191
NCNTY31101N31101	Keith County, NE	596	666	877	1,143	1,400
NCNTY31105N31105	Kimball County, NE	596	666	877	1,181	1,494
NCNTY31107N31107	Knox County, NE	596	666	877	1,167	1,323
NCNTY31113N31113	Logan County, NE	596	666	877	1,125	1,191
NCNTY31125N31125	Nance County, NE	596	666	877	1,125	1,191
NCNTY31133N31133	Pawnee County, NE	596	666	877	1,187	1,191
NCNTY31143N31143	Polk County, NE	596	666	877	1,080	1,178
NCNTY31147N31147	Richardson County, NE	596	666	877	1,067	1,178
NCNTY31149N31149	Rock County, NE	596	666	877	1,187	1,191
NCNTY31163N31163	Sherman County, NE	596	666	877	1,174	1,178
NCNTY31165N31165	Sioux County, NE	596	666	877	1,125	1,194
NCNTY31173N31173	Thurston County, NE	596	666	877	1,067	1,178
NCNTY31175N31175	Valley County, NE	596	666	877	1,067	1,191
NCNTY31179N31179	Wayne County, NE	596	666	877	1,067	1,178
NCNTY31181N31181	Webster County, NE	596	666	877	1,174	1,178
NCNTY31183N31183	Wheeler County, NE	596	666	877	1,171	1,191
NCNTY36121N36121	Wyoming County, NY	662	666	877	1,163	1,251
NCNTY38021N38021	Dickey County, ND	662	666	877	1,067	1,494
NCNTY38027N38027	Eddy County, ND	662	666	877	1,067	1,455
NCNTY38029N38029	Emmons County, ND	662	666	877	1,238	1,455
NCNTY38039N38039	Griggs County, ND	662	666	877	1,191	1,455
NCNTY38045N38045	LaMoure County, ND	662	666	877	1,246	1,455
NCNTY38055N38055	McLean County, ND	662	666	877	1,222	1,494
NCNTY38073N38073	Ransom County, ND	586	666	877	1,193	1,455
NCNTY38077N38077	Richland County, ND	662	666	877	1,246	1,289
NCNTY38079N38079	Rolette County, ND	662	666	877	1,090	1,455
NCNTY38093N38093	Stutsman County, ND	662	666	877	1,246	1,455
NCNTY40005N40005	Atoka County, OK	662	666	853	1,178	1,217
NCNTY40013N40013	Bryan County, OK	662	666	877	1,187	1,308
NCNTY40097N40097	Mayes County, OK	662	666	877	1,146	1,284
NCNTY40123N40123	Pontotoc County, OK	662	666	877	1,138	1,178
NCNTY41025N41025	Harney County, OR	586	666	877	1,246	1,494
NCNTY46009N46009	Bon Homme County, SD	610	666	877	1,246	1,267
NCNTY46015N46015	Brule County, SD	610	666	877	1,246	1,494
NCNTY46021N46021	Campbell County, SD	610	666	877	1,233	1,430
NCNTY46025N46025	Clark County, SD	610	666	877	1,067	1,256
NCNTY46039N46039	Deuel County, SD	610	666	877	1,246	1,430
NCNTY46045N46045	Edmunds County, SD	610	666	877	1,171	1,494
NCNTY46049N46049	Faulk County, SD	610	666	877	1,171	1,430
NCNTY46051N46051	Grant County, SD	610	666	877	1,074	1,430
NCNTY46059N46059	Hand County, SD	610	666	877	1,246	1,430
NCNTY46061N46061	Hanson County, SD	610	666	877	1,203	1,208
NCNTY46089N46089	McPherson County, SD	610	666	877	1,246	1,430
NCNTY46091N46091	Marshall County, SD	610	666	877	1,246	1,430
NCNTY46095N46095	Mellette County, SD	610	666	877	1,153	1,430
NCNTY46097N46097	Miner County, SD	610	666	877	1,067	1,430
NCNTY46102N46102	Oglala Lakota County	610	666	877	1,150	1,425
NCNTY46121N46121	Todd County, SD	610	666	877	1,173	1,430
NCNTY46123N46123	Tripp County, SD	610	666	877	1,101	1,430
NCNTY46129N46129	Walworth County, SD	610	666	877	1,067	1,319
NCNTY46137N46137	Ziebach County, SD	610	666	877	1,087	1,345
NCNTY47151N47151	Scott County, TN	651	666	798	1,134	1,140
NCNTY48063N48063	Camp County, TX	661	666	877	1,246	1,324
NCNTY48067N48067	Cass County, TX	661	666	877	1,194	1,494
NCNTY48081N48081	Coke County, TX	661	666	877	1,067	1,290
NCNTY48129N48129	Donley County, TX	661	666	877	1,222	1,290
NCNTY48151N48151	Fisher County, TX	661	666	877	1,149	1,290
NCNTY48161N48161	Freestone County, TX	661	666	877	1,080	1,290
NCNTY48191N48191	Hall County, TX	661	666	877	1,174	1,290
NCNTY48197N48197	Hardeman County, TX	661	666	877	1,228	1,290
NCNTY48279N48279	Lamb County, TX	661	666	877	1,178	1,243
NCNTY48343N48343	Morris County, TX	586	666	877	1,246	1,405
NCNTY48353N48353	Nolan County, TX	661	666	877	1,246	1,494
NCNTY48427N48427	Starr County, TX	661	666	877	1,195	1,290
NCNTY48445N48445	Terry County, TX	661	666	877	1,174	1,178
NCNTY48483N48483	Wheeler County, TX	661	666	877	1,067	1,290
NCNTY48489N48489	Willacy County, TX	661	666	877	1,174	1,178
NCNTY49039N49039	Sanpete County, UT	587	666	877	1,067	1,270
NCNTY49041N49041	Sevier County, UT	587	666	877	1,157	1,397
NCNTY55019N55019	Clark County, WI	615	666	877	1,151	1,178
NCNTY55041N55041	Forest County, WI	586	666	877	1,067	1,178
NCNTY55067N55067	Langlade County, WI	615	666	877	1,118	1,343
NCNTY55077N55077	Marquette County, WI	615	666	877	1,111	1,220
NCNTY55099N55099	Price County, WI	662	666	877	1,183	1,188
NCNTY55107N55107	Rusk County, WI	615	666	877	1,095	1,241
NCNTY55125N55125	Vilas County, WI	662	666	877	1,067	1,178
NCNTY55137N55137	Waushara County, WI	615	666	877	1,182	1,337
NCNTY56017N56017	Hot Springs County, WY	662	666	877	1,178	1,491
NCNTY56023N56023	Lincoln County, WY	662	666	877	1,246	1,494
NCNTY56041N56041	Uinta County, WY	662	666	877	1,208	1,465
METRO13220N54019	Fayette County, WV HUD Metro FMR Area	588	665	852	1,146	1,414
METRO36420N40051	Grady County, OK HUD Metro FMR Area	631	665	875	1,154	1,345
NCNTY19033N19033	Cerro Gordo County, IA	640	665	876	1,133	1,324
NCNTY20051N20051	Ellis County, KS	649	665	876	1,191	1,492
NCNTY29209N29209	Stone County, MO	660	665	813	1,155	1,385
NCNTY35027N35027	Lincoln County, NM	629	665	860	1,134	1,465
NCNTY37171N37171	Surry County, NC	661	665	829	1,055	1,318
NCNTY42023N42023	Cameron County, PA	645	665	875	1,065	1,175
